Company name;Org. no;Closure year;Currency;Num. of employees, stock company (pcs);EBITDA (k);Working capital (k);Distributable earnings (k);Turnover change (%);Changes in staff (%);Return on equity (%);Return on total assets (%);Liability interest (%);Risk buffer total assets (k);Return on Captial Employed (RoCE) (%)
Boule Medical AB;5561286542;201912;SEK;110;22 649;47 926;105 863;16,37;20,88;16,6;5,3;1,3;4;16,48
Swedish Education Group AB;5565042255;201906;SEK;301;27 889;-9 231;90 876;10,77;3,08;19,3;11,8;1,2;10,6;18,56
ADDvise Group AB (publ);5563632115;201912;SEK;124;30 671;-909;-18 533;30,44;25,25;2;5,2;6,2;-1;8,06
Café Bar Sverige AB;5563072171;201912;SEK;187;20 394;18 227;24 926;3,36;3,89;36,8;8,9;0,6;8,3;20,83
Hifab Group AB;5563941987;201912;SEK;286;-342;24 004;1 376;-11,45;-3,05;-20,4;-6,1;1,3;-7,4;-13,57
ARRIVA SHIPPING AS;977286379;201912;NOK;115;30 332;77;9 604;2,04;2,68;1,58;4,45;25,49;0,38;4,95
KRISTIANSAND DYREPARK AS;920165931;201912;NOK;127;70 357;-63 141;114 593;5,38;0;41,16;22,07;17,58;20,54;125,51
NF11 Holding AB;5568829740;201903;SEK;101;-31 103;19 985;-167 235;172,25;165,79;-43,2;-27,8;3,5;-31,3;-35,43
ENTREPRENØRFIRMAET NORDKYSTEN A/S;26862930;201912;DKK;200;18 334;29 880;50 107;15,33;0;14,78;6,3;2,49;0;18,9
BERRY PACKAGING NORWAY AS;979555369;201903;NOK;166;30 239;80 860;15 296;4,8;12,16;4,76;7,18;46,83;-0,39;15,34
Crem International AB;5562037746;201812;SEK;107;16 619;35 949;42 526;-1,92;24,42;29,1;7,3;2,5;4,8;40,31
Azets Insight AB;5562503580;201906;SEK;290;21 780;-1 399;5 418;95,23;-7,64;122,4;10,3;0;10,3;122,84
Itadel A/S;37032034;201912;DKK;200;-38 137;-55 532;-92 432;0;0;-279,34;-54,77;6,97;0;-161,09
Valtech Aktiebolag;5564137106;201912;SEK;260;30 859;70 815;22 787;0,82;10,17;38,5;20;0;20;102,48
HXH International AB;5567310601;201912;SEK;175;25 106;12 200;-78 560;3,8;-13,37;-9,2;0,8;6;-5,2;1,17
IRO Aktiebolag;5565129417;201812;SEK;112;30 259;121 651;70 981;2,93;5,66;8,3;6,5;1,9;4,6;7,55
Mercuri International Group AB;5565189700;201912;SEK;216;26 846;11 942;-517 356;-13,76;-4;4,5;3;1,8;1,3;4,85
AB Edsbyverken;5560400755;201912;SEK;204;-4 230;680;18 648;-5,91;-6,85;-33,6;-8,2;1,3;-9,5;-16,55
Emtrain AB;5569442170;201912;SEK;154;-72 073;71 175;75 835;-12,17;4,76;-98,7;-46;1,3;-47,3;-97,24
CAB Group AB;5561312223;201912;SEK;208;60 291;117 188;170 023;8,75;6,67;28,2;21,3;0,6;20,6;28,4
Pong AB;5567683734;201912;SEK;213;64 741;44 006;125 558;27,85;12,11;38,9;16,1;1,1;15;21,25
Huddig Aktiebolag;5564534252;201912;SEK;110;23 631;108 391;90 070;9,24;1,85;14,9;8,4;0,4;8;13,53
Tiger of Sweden Aktiebolag;5561877795;201906;SEK;170;-36 098;102 189;129 409;-10,63;4,29;-22,7;-4,3;5;-9,3;-32,77
SEM Aktiebolag;5560235748;201912;SEK;117;60 869;112 566;148 238;-7,42;-3,31;26,4;16,4;1;15,4;24,68
Lyftkranar i Skogås Aktiebolag;5564497419;201904;SEK;111;39 798;52 376;65 431;3,12;0;34,5;20,5;0;20,5;43,55
Combi Wear Parts Holding AB;5567330088;201912;SEK;147;41 086;47 376;-96 376;-19,35;-23,83;27,3;14;3,1;10,9;19,76
Exakta Print AB;5563641595;201912;SEK;185;27 776;2 973;34 245;28,81;60,87;41,4;13,3;1,4;11,9;7,04
UVA LIDKÖPING AB;5560206400;201912;SEK;115;-740;118 357;46 890;-12,87;-7,26;-9,9;-0,6;5,5;-6,1;-7,07
Sveba-Dahlén Aktiebolag;5560819350;201912;SEK;140;50 792;26 405;59 591;-4,85;5,26;57,4;25,5;0,2;25,3;71,88
Baettr Guldsmedshyttan AB;5560400854;201912;SEK;118;10 555;13 924;39 414;23,13;4,42;-6,4;-1;1,1;-2,1;-2,5
PERSOLIT ENTREPRENØRFIRMA A/S;55708118;201912;DKK;200;14 136;56 104;112 624;6,18;0;11,47;8,51;0,47;0;13,37
QPharma AB;5564995081;201912;SEK;201;527;96 961;134 158;4,7;16,86;-8,5;-3,3;0,9;-4,1;-4,78
ELU Konsult Aktiebolag;5563410421;201908;SEK;188;34 855;74 964;74 571;-7,17;1,62;42;24,7;0,1;24,6;42,08
Voi Technology AB;5591602999;201912;SEK;409;-769 480;306 672;-852 035;4 956,99;1 219,35;-246,6;-166,8;1,1;-167,9;-246,1
Esswell Aktiebolag;5562416601;201912;SEK;163;54 910;58 850;249 861;19,95;32,52;7,5;4;1,1;2,9;4,4
Bite Mark & Anläggning Stockholm AB;5566268537;201912;SEK;122;12 289;36 699;21 515;-14,46;-2,4;42,3;9;0,3;8,7;44,33
Poco Loco Svenska AB;5565318325;201912;SEK;198;-17 320;129 628;117 906;-0,02;-5,71;-18,4;-12,8;1,1;-13,8;-18,01
Stockwik Förvaltning AB;5562947845;201912;SEK;150;31 000;14 900;-532 600;172,95;123,88;-1,7;3,6;5,6;-2;4,8
Baby Invest i Malmö AB;5567653943;201912;SEK;103;31 212;300 971;342 499;-17,13;-2,83;7,4;6,4;1;5,4;7,46
Revent International Aktiebolag;5562011147;201812;SEK;151;-514;49 604;63 301;-4,29;5,59;-22,3;-7,1;2,6;-9,7;-10,89
Polyprint A/S;10080991;201912;DKK;100;33 207;56 198;15 187;4,52;0;57,49;31,4;0,98;0;48,4
Hotel Sign Aktiebolag;5564660107;201912;SEK;210;61 013;-35 637;334;5,92;-9,09;974,6;47,6;0,1;47,4;11 568,06
Byggnadsfirman Otto Magnusson Service AB;5562535863;201912;SEK;103;33 305;47 834;26 730;10,06;-8,85;77,3;25,4;0;25,3;124,95
NEW WAVE NORWAY AS;946506370;201912;NOK;103;26 054;46 860;29 482;3,76;0;25,05;9,08;31,06;7,19;11,32
ODENSE MARCIPAN A/S;15233699;201912;DKK;100;46 137;93 476;76 805;-0,29;0;17,54;12,28;0,61;0;27,62
OJ ELECTRONICS A/S;10643597;202004;DKK;100;58 969;59 006;162 605;4,43;0;33,3;25,53;0,44;0;42,62
Amadeus Scandinavia Aktiebolag;5560514571;201812;SEK;133;23 652;82 237;21 663;1,13;-4,32;32,4;15,1;0,1;15,1;50
Dustcontrol Aktiebolag;5560570938;201912;SEK;166;38 281;171 122;153 591;2,28;5,06;20,3;14,1;4,6;9,6;21,46
Berling Media AB;5561910521;201912;SEK;129;30 705;144 217;210 233;-2,63;-1,53;11,1;7,4;0;7,3;11,13
CC Höganäs Byggkeramik Aktiebolag;5561000752;201912;SEK;101;-14 312;1 929;-5 524;-4,65;-14,41;-89,4;-9,4;0,6;-10;-85,54
Reinertsen Sverige AB;5563915395;201512;SEK;338;-24 106;-11 501;24;-12,52;-11,98;-20 751,4;-25,5;0,6;-26;-20 299,31
Bror Tonsjö Aktiebolag;5560834599;201912;SEK;105;15 285;-6 777;10 098;8,73;6,06;4,9;2,2;1,5;0,7;3,59
SKOU GRUPPEN A/S;26654653;201909;DKK;100;14 364;91 362;97 074;-41,7;0;17,92;5,8;1,55;0;12,18
VIKAN A/S;10290147;201312;DKK;100;38 004;45 039;50 752;0;0;23,63;15,39;0,64;0;33,9
Golder Associates Aktiebolag;5563262418;201912;SEK;177;23 777;66 885;66 955;17,18;23,78;29;11,6;0,7;11;29,21
Konecranes AB;5560638826;201912;SEK;157;8 453;83 723;28 293;6,8;-14,21;21,2;5,7;0,1;5,6;21,43
Börje Jönsson Åkeri AB;5560801705;201912;SEK;134;11 889;2 359;10 992;-7,65;-7,59;-27,3;-2,6;1,3;-3,9;-4,13
Kavat Vård AB;5567022511;201912;SEK;391;20 330;64 843;73 974;4,45;-3,46;21,8;14;0;13,9;21,83
Tidsam Aktiebolag;5564234788;201912;SEK;219;34 900;70 434;35 386;-10,99;33,54;58,1;10,6;0;10,5;58,21
Götene Kyltransporter Aktiebolag;5562809649;201912;SEK;266;29 267;-22 205;69 418;0;0;5,8;2,6;1,4;1,2;3,6
SAMSON AGRO A/S;84534412;202006;DKK;200;28 827;47 432;84 622;4,88;0;14,57;10,59;0,8;0;19,49
ELTRONIC A/S;17024280;201910;DKK;200;26 269;40 097;39 753;-5,43;0;28,31;7,42;2,57;0;24,31
AQ Plast AB;5564972239;201812;SEK;153;20 163;58 044;56 279;0,42;-14,04;22;10,6;0,6;10;28,01
Smålands Logistik AB;5565306619;201912;SEK;286;46 150;-22 298;18 391;25,26;25,99;10,4;3,6;1,2;2,4;7,15
Twilfit AB;5566459763;201912;SEK;162;-41 988;-21 430;-50 206;-1,42;-0,61;187,6;-37,6;1,4;-39;1 685,98
COGNITE AS;918274758;201912;NOK;173;-4 057;5 207;-11 506;107,71;0;-11,45;-2,64;37,56;-5,3;-5,17
Europart i Sverige AB;5565928776;201912;SEK;106;5 784;31 836;635;-4,87;-11,67;-194,5;-1;1,6;-2,5;-75,93
Albany International Aktiebolag;5560057852;201812;SEK;337;24 690;22 875;72 103;-0,66;-1,46;6,1;4,1;0,1;4;6,18
Redpill Linpro AB;5566410576;201912;SEK;151;32 892;39 010;36 588;44,17;17,05;84,2;16,6;1,3;15,3;88,14
Tore Løkke A/S;833533282;201912;NOK;110;47 357;57 818;43 022;19,81;14,58;19,62;10,16;23,01;9,41;21,22
Great Security Sverige AB;5565354726;201912;SEK;186;-12 086;6 522;12 102;13,25;36,76;-159,7;-20,9;0,4;-21,3;-207,08
Markona AB;5564833654;201812;SEK;128;14 009;59 911;29 861;-38,15;-22,42;18;5,5;1,4;4,2;20,66
Fasadglas Bäcklin Aktiebolag;5563259547;201912;SEK;118;11 322;70 625;162 535;1,26;-9,23;42,7;27,2;0,8;26,4;31,97
VS & Perssons Bussar AB;5563133395;201912;SEK;254;8 209;13 874;2 173;2,27;-5,58;-14,2;-3,6;1,2;-4,9;-10,7
Leo's AB;5567001473;201912;SEK;163;54 996;-95 056;67;2,53;-6,32;22,8;7,7;1,7;6;23,29
Skincity Sweden AB;5568369366;201812;SEK;102;11 348;17 897;14 979;20,49;72,88;39,5;10,2;0,6;9,6;30,05
Ulricehamns Stadshus AB;5568039175;201912;SEK;107;102 250;34 552;229 982;-0,35;8,08;10,5;4,1;1,2;2,9;8,87
Kynningsrud Nordic Crane AB;5561068171;201912;SEK;135;79 671;-6 100;8 912;9,4;42,11;34,2;7,7;1,5;6,2;11,29
BILHUSET ELMER A/S;18454033;202004;DKK;100;-5 370;21 655;18 756;-13;0;-24,46;-5,14;2,91;0;-28,38
Kvdbil AB;5567461180;201912;SEK;160;39 561;-16 955;215 836;15,43;-1,84;25,5;17,4;0,2;17,2;13,49
Huurre Sweden Aktiebolag;5561024349;201912;SEK;122;11 880;19 542;27 311;9,64;1,67;11,3;3,9;1,2;2,7;11,78
InfoCare Service AB;5565497541;201912;SEK;393;5 244;10 998;26 197;13,26;2,88;12;4,1;2;2,1;11,17
HENNING LARSEN ARCHITECTS A/S;18940884;201906;DKK;200;39 213;95 044;142 581;20,41;0;37,93;16,82;1,56;0;49,6
Siemens Mobility A/S;39492768;201909;DKK;200;19 602;153 121;118 510;0;0;10,22;6,25;1,22;0;15,02
Hogg Robinson Nordic AB;5565066122;201812;SEK;207;-915;28 124;53 864;-9,44;1,47;-4;-1,6;0;-1,6;-3,91
Börjes Logistik & Spedition AB;5561420430;201912;SEK;118;24 210;20 938;43 979;5,86;1,72;19,1;7,8;1;6,8;14,11
Futuraskolan AB;5566095047;201908;SEK;429;29 710;19 866;34 442;3,03;-6,54;33,3;13,3;1,3;12;68,1
SMP Parts Aktiebolag;5562425610;201912;SEK;103;14 652;143 477;131 746;10,31;-1,9;6,9;5,8;3,4;2,4;7,76
Norlandia Förskolor AB;5567293765;201912;SEK;491;8 769;-56 525;19 064;26,28;25,9;83,3;18,9;2;16,9;132,52
USNR AB;5560367186;201912;SEK;165;-5 507;63 360;59 110;18,48;6,45;-7;-3,3;0,3;-3,6;-8,8
Fredriksborgs Förvaltnings AB;5566447982;201912;SEK;235;22 797;212 761;91 348;-2,34;3,98;46,2;8,1;1,5;6,6;1,75
ALLER TRYK A/S;26267676;201909;DKK;100;24 628;41 042;146 302;-7,28;0;0,38;3,26;0,28;0;2,56
Döhler Denmark A/S;56462317;201912;DKK;100;-1 538;64 518;104 771;-13,95;0;-1,15;-0,71;0,48;0;-1,3
Entry Point North AB;5566828272;201912;SEK;143;72 028;115 121;104 688;25,87;10;58,8;28,8;0,2;28,6;55,98
Alvesta Kommunföretag AB;5566961602;201912;SEK;141;90 585;-3 145;205 254;2,71;7,63;4,2;2,2;1,9;0,3;2,39
KP Components A/S;26753716;201912;DKK;200;33 606;-1 402;67 077;-13,02;0;14,07;7,84;2,51;0;23,22
SPIRA BLOMMOR AB;5569116642;201812;SEK;108;-53 225;22 901;24 575;-5,17;13,68;-211,3;-28,7;2,4;-31,1;-197,3
BTX GROUP A/S;34281718;201912;DKK;100;3 295;-146 256;-23 564;-13,55;0;-31,6;0,5;5,82;0;-5,4
Swarco Sverige AB;5560247594;201912;SEK;126;-8 699;825;10 332;-8,7;-4,55;-163,8;-22,9;1,2;-24,1;-116,45
DANTHERM A/S;20864591;201912;DKK;200;26 758;35 973;2 993;0,78;0;6,15;5,96;1,09;0;10,72
JOHNSON CONTROLS NORWAY AS;940729092;201909;NOK;140;8 188;121 906;12 752;3,18;0;6,35;3,73;47,5;2,84;7,86
GOODTECH AS;984892071;201912;NOK;190;19 628;27 661;24 352;-6,15;-8,21;45,32;14,17;24,57;11,69;54,22
Microdata Telecom Innovation Stockholm Aktiebolag;5560555939;201912;SEK;113;45 894;193 437;204 145;0,94;61,43;11,9;7,7;0,2;7,5;11,55
KYOCERA UNIMERCO TOOLING A/S;21126543;202003;DKK;200;13 823;104 447;153 617;0,57;0;7,33;5,8;0,28;0;7,57
Elanders Sverige AB;5562621689;201912;SEK;138;9 945;62 788;13 872;-18,08;-16,87;45,3;5,6;0,3;5,3;47,63
Braunability Europe AB;5564229010;201912;SEK;140;11 081;59 619;81 911;9,58;6,87;6,6;5,2;2,4;2,8;9,7
Sundström Safety Holding AB;5569371700;201912;SEK;120;66 300;70 248;140 638;16,49;20;41,9;26,1;0,8;25,3;36,55
DANCENTER A/S;67324013;201812;DKK;200;24 554;-127 423;115 910;2,79;0;15,36;0,08;2,4;0;-
Tage Rejmes Lastvagnar Aktiebolag;5560576968;201912;SEK;118;12 826;19 109;3 672;-7,28;28,26;68,7;7;2,9;4,2;15,79
Q-PARK OPERATIONS DENMARK A/S;11967086;201912;DKK;100;26 674;196 187;27 919;9,88;0;0,29;2,74;1,94;0;26,91
Skene Järn AB;5562953546;201902;SEK;121;58;31 100;48 343;8,16;-0,82;-9,9;-2,9;0,9;-3,8;-4,77
RAA INVEST AS;988959200;201912;NOK;209;34 052;16 823;12 048;57,93;43,15;5,42;5,6;20,33;2,2;9,26
Ingelsta Kalkon AB;5562176064;201904;SEK;136;14 557;4 368;8 674;5,05;-2,16;40,1;8,1;0,5;7,6;17,52
Förvaltnings Aktiebolaget Fjällbjörken;5563293264;201904;SEK;217;25 029;82 670;234 290;2,2;-3,13;5,8;4,3;1,3;3;5,96
LG Contracting AB;5566146444;201912;SEK;132;8 958;29 308;18 291;8,94;25,71;28,4;7,2;0,1;7,1;44,96
NORKART AS;934161181;201912;NOK;182;40 395;94 951;73 780;26,69;0;40,94;21,68;55,22;21,57;39,26
Red Hat AB;5566550371;202002;SEK;117;23 098;57 970;60 093;38,62;17;32,6;18,8;2;16,8;34,3
Destination Bjäre Holding AB;5591183073;201912;SEK;263;21 197;-34 896;11 023;0;0;18,8;1,9;0,7;1,2;3,76
Norma Precision Aktiebolag;5560168535;201912;SEK;151;19 042;286 169;86 555;26,22;-6,79;3,4;2,6;2,3;0,3;9,53
Stenhaga Invest AB;5563236966;201912;SEK;197;36 162;33 774;281 194;18,77;15,88;3,8;1,9;1,7;0,2;2,4
BWT Danmark A/S;76381615;201912;DKK;100;64 765;52 044;127 289;-0,54;0;71,65;42,04;0,67;0;72,37
SKANDINAVISK LOGISTIK A/S;18137542;201912;DKK;200;24 468;-97 836;185 664;-7;0;20,89;7,27;1,28;0;12,58
Aktiebolaget Pictura;5563447191;201908;SEK;169;6 650;127 594;102 992;-2,63;2,42;4,8;2,4;0,6;1,8;3,23
HILTI DANMARK A/S;40215417;201912;DKK;100;11 777;62 597;85 244;-1,26;0;11,6;10,36;0,81;0;12,93
AB Karl Hedin Emballage;5560003047;201912;SEK;151;35 928;168 596;133 698;-2,74;-3,82;17,9;13,6;0,1;13,5;24,61
ELCOR AS;957382800;201912;NOK;156;26 061;24 571;37 326;30,93;0;84,76;24,4;25,64;21,68;68,04
Distriktstandvården Sverige AB;5564375946;201912;SEK;290;44 204;24 195;42 047;19,95;19,83;50,6;26,3;0,7;25,7;63,97
COOP FOSEN SA;844496842;201912;NOK;131;5 627;60 132;-142;0,24;-4,38;0,11;0,42;48,87;-0,22;0,85
Envac Scandinavia Aktiebolag;5563381176;201912;SEK;102;12 325;15 858;23 198;-4,69;-1,92;41,6;7,3;0,6;6,7;45,28
Baxter Medical Aktiebolag;5561710657;201812;SEK;115;14 657;122 939;115 496;-28,78;-4,17;8,6;5,4;0,3;5;9,16
INFOR (NORGE) AS;931764616;202004;NOK;113;19 253;177 085;47 080;4,07;-9,6;11,68;6,71;57,35;6,68;11,7
AGDERPOSTEN MEDIER AS;810094532;201912;NOK;232;26 399;77 667;25 898;-7,77;-9,38;10,01;7,17;61,87;5,84;11,59
HUSTØMRERNE A/S;31309514;201912;DKK;200;-106;41 828;39 579;0;0;0,63;0,32;1,35;0;-0,27
Visma Software AB;5565675906;201912;SEK;139;35 677;25 884;10 960;9,02;4,51;137,9;24,9;0,1;24,9;138,14
EASYFOOD A/S;25652762;201912;DKK;100;26 591;45 880;73 974;0;0;18,87;13,99;0,72;0;33,42
Colmec AB;5560888017;201912;SEK;101;4 719;86 878;87 669;1,67;3,06;-1,1;-0,1;1,1;-1,1;-0,08
SIBS AB (publ);5590503073;201912;SEK;363;205 855;-509 758;145 334;0;0;65,6;15,8;0,8;15;55,67
Lessebo Paper AB;5569551616;201912;SEK;122;-20 969;-10 518;-1 056;-4,21;-3,17;-174,5;-16,6;1,1;-17,7;-136,46
Björneborg Steel AB;5568004500;201912;SEK;159;31 915;38 472;24 692;0;0;77,2;16,7;1,3;15,3;26,66
HSHANSEN A/S;73492114;201906;DKK;100;9 165;61 305;36 590;-12,72;0;10,56;6,01;3,51;0;21,39
ARM Sweden AB;5567154868;201903;SEK;181;36 805;1 651;8 554;30,02;18,3;139,9;19,6;0;19,6;139,92
CONFAC A/S;30714032;201909;DKK;100;0;55 386;73 155;25,2;0;37,07;0,91;0,98;0;-
Toshiba TEC Nordic AB;5560912106;201903;SEK;132;7 875;100 102;111 713;1,05;-3,65;3,4;2,3;0,5;1,8;3,69
Avarn Security Systems AB;5564791829;201912;SEK;206;-20 655;136 800;1 312;172,14;174,67;-1 881,7;-10,5;1,5;-12;-1 654,68
Charkprodukter i Billesholm AB;5567005177;201909;SEK;118;-4 732;-74 804;13 920;26,92;37,21;-49,9;-7,1;1,1;-8,2;-96,62
Hörmann Svenska AB;5565470241;201912;SEK;127;1 564;60 481;91 759;5,22;9,48;-2;-1,3;0;-1,3;-2,31
Lyko Retail AB;5565753018;201912;SEK;168;-9 857;-4 360;14 623;-1,69;-1,75;-155,1;-10,9;0,8;-11,8;-53,54
PACKSIZE Technologies AB;5565514378;201912;SEK;100;23 108;82 164;62 559;8,78;-1,96;20,2;12,8;0,5;12,3;28,16
NEYE A/S;36447125;201909;DKK;200;23 900;23 301;23 126;-3,02;0;4;3,98;2,01;0;18,07
AMBERCON A/S;73277019;201912;DKK;200;56 356;-71 829;97 453;-16,27;0;18,7;15,08;0,54;0;34,07
PartnerTech Karlskoga Aktiebolag;5563381242;201912;SEK;162;7 393;47 293;51 859;27,11;1,89;6,1;3,2;1,5;1,8;5,56
MAT DANIA ApS;11793991;201912;DKK;200;12 521;-96 694;90 624;-5,27;0;-1,62;0,06;0,89;0;-0,51
NOKIA DENMARK A/S;13680531;201912;DKK;100;17 982;44 192;7 749;-13,67;0;34,37;12,82;2,08;0;38,83
ILLUMS BOLIGHUS A/S;26573394;201909;DKK;200;30 848;31 095;-7 504;3,41;0;32,46;11,19;0,56;0;17,11
Lundahl & Hall AB;5568187305;201912;SEK;208;22 196;94 737;185 448;15,02;26,83;2,9;2;1,4;0,6;2,56
Höganäs Borgestad AB;5562646272;201912;SEK;104;2 129;85 913;89 302;7,25;8,33;-34,7;-10,1;3,2;-13,3;-0,31
PR ELECTRONICS A/S;73438411;201906;DKK;100;67 221;47 739;184 458;5,54;0;21,92;15,46;0,57;0;23,43
VOLT FASHION AS;996144372;201912;NOK;266;11 123;84 285;-2 700;1,48;-3,62;-1,11;0,81;75,43;-5,9;1,07
JBS TEXTILE GROUP A/S;71612015;201909;DKK;100;22 624;106 068;168 886;1,35;0;9,42;5,79;0,82;0;7,78
Apsis International AB;5566155437;201812;SEK;206;39 471;-111 987;11 081;1,19;17,71;60,3;16,3;1,5;14,7;58,98
VinnGroup AB;5567688345;201912;SEK;174;35 989;72 734;51 435;51,99;-7,94;134,7;48,6;0;48,6;54,39
LANDINSPEKTØRFIRMAET LE34 A/S;20683880;201912;DKK;200;28 034;-57 150;76 163;9,46;0;39,62;19,97;1,28;0;48,49
K4 Sweden AB;5590433214;201912;SEK;206;9 347;87 598;-29 425;161,34;71,67;-11,4;-4,1;3,2;-7,3;-5,35
Franke Futurum Aktiebolag;5560706128;201912;SEK;161;37 780;100 332;135 755;0,8;0;20,9;15,9;2,3;13,6;22,53
Kyl- och Frysexpressen Mälardalen AB;5565264396;201912;SEK;175;36 175;10 720;14 254;9,71;12,18;39,2;12,8;1;11,8;29,54
Hydria AB;5590823042;201904;SEK;168;46 086;55 604;62 855;0;0;52;12,9;1,1;11,8;18,76
Cognizant Technology Solutions Sweden AB;5566878947;201912;SEK;167;28 878;129 292;134 052;4,97;41,53;21,1;13,9;0;13,9;21,1
Bik Bok AB;5565664520;201912;SEK;214;-50 739;127 973;133 575;-23,45;-5,73;-42;-17,7;0,2;-17,9;-41,75
mySafety Försäkringar AB;5565220612;201912;SEK;189;37 546;-105 190;66 964;1,11;-18,88;54;12,5;0;12,5;54,03
Tibble Fristående Gymnasium TFG AB;5566978556;201906;SEK;262;37 500;-8 803;57 713;52,1;51,45;33,2;13,4;0,5;12,9;19,22
BJELLAND AS;984560443;201912;NOK;134;54 696;41 276;64 286;15,72;0;74,87;25,61;19,95;25,41;106,09
Söderhamn Stadshus AB;5565477865;201912;SEK;110;92 119;64 521;248 934;1,94;0,92;12,6;4,8;1,2;3,5;9,77
ShoreLink AB;5560537168;201912;SEK;216;57 543;68 720;167 868;3,46;0,93;20,3;14,4;0,2;14,2;20,42
Neoplan Väst Aktiebolag;5563745560;201812;SEK;113;28 953;-2 115;79 748;1,55;-5,83;25,9;8,8;0,8;8,1;16,72
Seldén Mast Aktiebolag;5561136945;201912;SEK;233;20 103;56 070;79 383;-2,31;3,56;4,2;4,9;5,5;-0,6;7,03
Berg Propulsion Production AB;5565683058;201912;SEK;139;-25 903;92 081;137 570;8,55;-12,03;-21,9;-14,3;0;-14,3;-21,84
Music Retail Sweden Aktiebolag;5565924676;201812;SEK;110;-15 245;24 410;20 707;0,89;6,8;-73,9;-16,9;0,9;-17,8;-84,55
Auronus AB;5591392948;201912;SEK;174;24 500;-68 131;-138 790;81,37;-4,4;-79,3;-38,5;3;-41,5;-1,8
SMC Automation AB;5562764034;201903;SEK;128;21 693;140 788;125 786;22,36;9,4;12,6;8,1;0;8,1;12,59
FREDERIKSBERG FORSYNING A/S;28500769;201912;DKK;100;0;10 308;34 825;1,05;0;0;0,56;7,12;0;-
LR-INSTALLATION AB;5560735283;201912;SEK;180;17 127;53 074;46 607;11,4;2,27;25,9;12,4;0,3;12,1;32,82
VOLA A/S;17531328;201912;DKK;200;63 026;41 288;120 381;-2,98;0;35,61;23,7;0,53;0;36,45
Granit Funktion & Förvaring AB;5565379418;201908;SEK;230;-45 459;-58 221;-18 614;14,41;20,42;331,9;-40,6;0,9;-41,6;323,52
Rechon Life Science AB;5567139992;201912;SEK;171;58 082;88 243;55 713;26,01;26,67;40,9;25,8;0,8;25;51,89
Visma Dataløn A/S;48117716;201912;DKK;200;162 543;69 415;113 997;-36,51;0;61,05;38,04;0,75;0;74,96
Recipharm Karlskoga AB;5566624366;201912;SEK;183;9 575;-73 392;6 220;-15,2;-8,5;-15,8;0,5;1,8;-1,3;14,78
Lysekils Stadshus AB;5567084982;201912;SEK;114;83 411;13 987;104 647;1,43;1,79;7,5;3,1;2,4;0,6;3,43
Be-Ge Seating AB;5561563643;201904;SEK;109;38 278;81 045;140 551;7,77;-0,91;22,4;18,1;0,1;18,1;22,79
Benteler Automotive Skultuna AB;5560196817;201912;SEK;169;20 014;-2 888;56 578;19,59;9,03;2,1;2,6;2,7;-0,2;10,6
SCANDI BYG A/S;89821517;201912;DKK;200;11 733;35 015;51 151;-37,12;0;9,36;4,29;2,02;0;15,11
PNC NORGE INFRASTRUCTURE;899275632;201912;NOK;241;-72 652;508;-150 766;18,44;0;-5 076,3;-38,44;-27,29;-38,44;140,86
Viking Rederi Aktiebolag;5561157289;201912;SEK;433;52 048;-89 781;164 083;5,64;-1,14;8,8;6,3;3,8;2,5;15,79
Contractor Bygg i Skellefteå AB;5566186259;201912;SEK;147;9 144;28 270;13 009;25,12;8,09;41,6;7,3;0,1;7,2;35,73
A/S LØGSTRUP STEEL;15789182;201908;DKK;100;0;58 892;106 424;9,17;0;10,26;0,05;0,64;0;-
JOBINDEX A/S;21367087;201912;DKK;200;97 716;65 140;151 696;-0,89;0;95,86;45,63;1,28;0;106,04
Seibu Giken DST AB;5562551837;201912;SEK;189;49 278;144 647;212 925;3;4,42;21,9;16,9;1,7;15,3;21,23
Sundström Safety Aktiebolag;5561477612;201912;SEK;105;64 293;50 905;71 532;16,56;22,09;46,9;29,1;0;29,1;82,32
Aktiebolaget NEVOTEX;5562207752;201912;SEK;127;18 520;92 879;77 194;5,11;4,1;16;8,5;0,4;8,1;12,99
ASSA ABLOY ENTRANCE SYSTEMS DENMARK A/S;54055412;201912;DKK;100;12 374;80 953;162 260;0;0;9,48;4,07;0,29;0;5,28
PA CONSULTING GROUP A/S;67404912;201912;DKK;100;56 181;-74 771;232 732;24,49;0;26,22;19,78;0,37;0;27,42
Dialect Sverige AB;5562965987;201712;SEK;134;-1 073;2 577;31 843;0,47;-8,84;-5;-1,5;0,1;-1,6;-5,21
Team Kjellin Mining & Entreprenad AB;5569490948;201912;SEK;117;95 865;87 427;41 653;35,43;12,5;62;23,4;1,1;22,3;40,93
Malmö Opera och Musikteater Aktiebolag;5562562065;201912;SEK;391;-31 104;-11 912;3 933;-7,37;3,71;-165,1;-35,4;0,1;-35,5;-164,77
Ruukki Sverige AB;5561351270;201912;SEK;102;25 043;137 948;137 441;-9,99;2;12,6;8,5;3;5,4;15,38
BRUGSFORENINGEN 'TRYG';37904228;201912;DKK;100;10 356;-48 630;77 544;0,83;0;4,84;2,51;1,05;0;3,34
Akademikliniken HJ Aktiebolag;5565460655;201912;SEK;169;1 153;-86 726;21 372;5,21;3,68;-225,3;-17;2,4;-19,4;-20,61
ScandBook Holding AB;5567082911;201812;SEK;181;31 557;37 162;42 172;2,5;-1,09;5,4;4;1,6;2,4;4,34
